"requestid","boro","yr","m","d","hh","mm","vol","segmentid","wktgeom","street","fromst","tost","direction"
"26734","Manhattan","2017","10","23","12","15","277","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","12","30","240","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","12","45","222","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","13","0","188","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","13","15","194","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","13","30","229","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","13","45","221","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","14","0","206","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","14","15","210","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","14","30","194","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","14","45","169","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","15","0","188","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","15","15","184","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","15","30","208","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","15","45","157","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","16","0","171","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","16","15","140","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","16","30","158","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","16","45","150","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","17","0","177","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","17","15","128","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","17","30","166","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","17","45","137","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","18","0","173","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","18","15","146","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","18","30","168","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","18","45","139","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","19","0","146","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","19","15","162","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","19","30","163","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","19","45","187","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","20","0","190","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","20","15","160","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","20","30","229","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","20","45","245","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","21","0","220","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","21","15","271","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","21","30","211","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","21","45","233","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","22","0","221","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","22","15","225","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","22","30","220","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","22","45","224","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","23","0","201","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","23","15","216","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","23","30","148","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","23","23","45","196","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","0","0","201","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","0","15","111","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","0","30","123","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","0","45","102","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","1","0","80","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","1","15","76","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","1","30","77","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","1","45","96","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","2","0","68","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","2","15","77","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","2","30","60","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","2","45","57","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","3","0","79","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","3","15","64","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","3","30","65","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","3","45","72","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","4","0","94","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","4","15","101","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","4","30","123","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","4","45","151","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","5","0","166","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","5","15","206","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","5","30","305","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","5","45","323","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","6","0","319","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","6","15","404","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","6","30","357","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","6","45","384","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","7","0","347","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","7","15","392","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","7","30","331","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","7","45","358","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","8","0","339","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","8","15","345","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","8","30","302","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","8","45","363","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","9","0","331","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","9","15","348","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"26734","Manhattan","2017","10","24","9","30","343","9009102","POINT (986830.0567133147 196995.61336815002)","MANHATTAN BRIDGE","Dead End","Dead end","EW"
"11557","Manhattan","2012","12","10","18","15","351","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","18","30","306","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","18","45","334","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","19","0","289","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","19","15","273","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","19","30","238","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","19","45","219","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","20","0","214","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","20","15","221","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","20","30","207","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","20","45","200","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","21","0","183","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","21","15","153","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","21","30","185","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","21","45","175","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","22","0","216","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","22","15","172","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","22","30","145","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","22","45","138","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","23","0","143","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","23","15","124","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","23","30","128","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","10","23","45","88","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","0","0","99","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","0","15","88","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","0","30","97","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","0","45","60","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","1","0","36","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","1","15","26","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","1","30","47","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","1","45","26","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","2","0","15","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","2","15","27","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","2","30","15","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","2","45","10","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","3","0","14","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","3","15","12","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","3","30","16","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","3","45","23","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","4","0","16","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","4","15","16","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","4","30","40","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","4","45","37","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","5","0","57","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","5","15","97","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","5","30","132","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","5","45","177","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","6","0","233","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","6","15","306","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","6","30","341","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","6","45","413","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","7","0","425","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","7","15","485","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","7","30","584","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","7","45","507","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","8","0","548","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","8","15","567","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","8","30","452","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","8","45","588","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","9","0","572","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","9","15","466","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","9","30","518","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","9","45","463","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","10","0","224","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","10","15","307","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","10","30","227","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","10","45","367","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","11","0","249","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","11","15","378","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","11","30","303","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","11","45","289","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","12","0","337","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","12","15","295","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","12","30","327","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","12","45","272","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","13","0","338","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","13","15","320","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","13","30","344","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","13","45","359","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","14","0","398","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","14","15","393","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","14","30","388","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","14","45","341","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","15","0","399","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","15","15","372","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","15","30","399","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","15","45","349","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","16","0","356","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","16","15","345","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","16","30","336","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","16","45","346","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","17","0","382","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","17","15","400","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","17","30","393","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","17","45","373","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","18","0","370","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","18","15","370","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","18","30","324","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","18","45","321","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
"11557","Manhattan","2012","12","11","19","0","333","142396","POINT (979722.1 196384.8)","BATTERY PARK VIADUCT","BATTERY PLACE","BEND","SB"
